onset_s,duration_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,source
42.86893955722917,7.923879500012845,rest,n/a,,,0,0,,,keyboard
64.58853393222671,8.104558208957314,rest,n/a,,,0,0,,,keyboard
81.60417322418652,8.216477667097934,rest,n/a,,,0,0,,,keyboard
102.20727005717345,8.112488959101029,rest,n/a,,,0,0,,,keyboard
122.49796359927859,7.417472957982682,rest,n/a,,,0,0,,,keyboard
173.87566159921698,5.481232707970776,rest,n/a,,,0,0,,,keyboard
189.25300855725072,5.131362749962136,rest,n/a,,,0,0,,,keyboard
209.69530918227974,3.6443211250007153,rest,n/a,,,0,0,,,keyboard
