onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
809.2314986512065,809.2314986512065,0.8774419999681413,810.1089406511746,thumb_close,n/a,,,1,2,0,0,,keyboard,3025889.309377125,1771283668.877548,71,71,thumb_close
811.7935116919689,811.7935116919689,0.5965653751045465,812.3900770670734,thumb_close,n/a,,,1,2,0,0,,keyboard,3025891.590513541,1771283671.1585999,72,72,thumb_close
814.3014257759787,814.3014257759787,0.7636381252668798,815.0650639012456,thumb_close,n/a,,,1,2,0,0,,keyboard,3025894.265500375,1771283673.833488,73,73,thumb_close
816.674399276264,816.674399276264,0.6559837078675628,817.3303829841316,thumb_close,n/a,,,1,2,0,0,,keyboard,3025896.530819458,1771283676.0987241,74,74,thumb_close
819.2377695674077,819.2377695674077,0.6480337087996304,819.8858032762073,thumb_close,n/a,,,1,2,0,0,,keyboard,3025899.08623975,1771283678.65405,75,75,thumb_close
821.5916707343422,821.5916707343422,0.9008450829423964,822.4925158172846,thumb_close,n/a,,,1,2,0,0,,keyboard,3025901.692952291,1771283681.2606668,76,76,thumb_close
824.0964081091806,824.0964081091806,0.9924400420859456,825.0888481512666,thumb_close,n/a,,,1,2,0,0,,keyboard,3025904.289284625,1771283683.8569002,77,77,thumb_close
826.8062178590335,826.8062178590335,0.9163528331555426,827.722570692189,thumb_close,n/a,,,1,2,0,0,,keyboard,3025906.923007166,1771283686.490526,78,78,thumb_close
829.433496426791,829.433496426791,0.7757314322516322,830.2092278590426,thumb_close,n/a,,,1,2,0,0,,keyboard,3025909.409664333,1771283688.977092,79,79,thumb_close
831.9663434009999,831.9663434009999,0.7761752083897591,832.7425186093897,thumb_close,n/a,,,1,2,0,0,,keyboard,3025911.942955083,1771283691.510289,80,80,thumb_close
834.4662374421023,834.4662374421023,0.764181500300765,835.230418942403,thumb_close,n/a,,,1,2,0,0,,keyboard,3025914.430855416,1771283693.998098,81,81,thumb_close
836.925548942294,836.925548942294,0.8158824588172138,837.7414314011112,thumb_close,n/a,,,1,2,0,0,,keyboard,3025916.941867875,1771283696.5090199,82,82,thumb_close
839.1141125261784,839.1141125261784,1.2196717499755323,840.3337842761539,thumb_close,n/a,,,1,2,0,0,,keyboard,3025919.53422075,1771283699.101275,83,83,thumb_close
842.0604844009504,842.0604844009504,0.856110833119601,842.91659523407,thumb_close,n/a,,,1,2,0,0,,keyboard,3025922.117031708,1771283701.683993,84,84,thumb_close
844.3874833593145,844.3874833593145,0.9994476670399308,845.3869310263544,thumb_close,n/a,,,1,2,0,0,,keyboard,3025924.5873675,1771283704.154232,85,85,thumb_close
846.7150492761284,846.7150492761284,0.9436940830200911,847.6587433591485,thumb_close,n/a,,,1,2,0,0,,keyboard,3025926.859179833,1771283706.425961,86,86,thumb_close
849.229671234265,849.229671234265,0.9605720001272857,850.1902432343923,thumb_close,n/a,,,1,2,0,0,,keyboard,3025929.390679708,1771283708.95737,87,87,thumb_close
851.8212046511471,851.8212046511471,0.8686196659691632,852.6898243171163,thumb_close,n/a,,,1,2,0,0,,keyboard,3025931.890260791,1771283711.456855,88,88,thumb_close
854.16703177616,854.16703177616,1.0111719579435885,855.1782037341036,thumb_close,n/a,,,1,2,0,0,,keyboard,3025934.378640208,1771283713.9451451,89,89,thumb_close
856.6263169841841,856.6263169841841,1.0236298330128193,857.6499468171969,thumb_close,n/a,,,1,2,0,0,,keyboard,3025936.850383291,1771283716.416797,90,90,thumb_close
859.5053655263036,859.5053655263036,0.9077989999204874,860.4131645262241,thumb_close,n/a,,,1,2,0,0,,keyboard,3025939.613601,1771283719.179913,91,91,thumb_close
862.0266604013741,862.0266604013741,0.9691441250033677,862.9958045263775,thumb_close,n/a,,,1,2,0,0,,keyboard,3025942.196241,1771283721.762458,92,92,thumb_close
864.5771759841591,864.5771759841591,0.8203524169512093,865.3975284011103,thumb_close,n/a,,,1,2,0,0,,keyboard,3025944.597964875,1771283724.1640902,93,93,thumb_close
867.2012505671009,867.2012505671009,0.7320884172804654,867.9333389843814,thumb_close,n/a,,,1,2,0,0,,keyboard,3025947.133775458,1771283726.699805,94,94,thumb_close
869.5533277341165,869.5533277341165,0.8438214170746505,870.3971491511911,thumb_close,n/a,,,1,2,0,0,,keyboard,3025949.597585625,1771283729.163528,95,95,thumb_close
872.2358024842106,872.2358024842106,0.7197921248152852,872.9555946090259,thumb_close,n/a,,,1,2,0,0,,keyboard,3025952.156031083,1771283731.721878,96,96,thumb_close
874.8572872760706,874.8572872760706,0.6754910000599921,875.5327782761306,thumb_close,n/a,,,1,2,0,0,,keyboard,3025954.73321475,1771283734.298966,97,97,thumb_close
877.2956964420155,877.2956964420155,0.7326905420050025,878.0283869840205,thumb_close,n/a,,,1,2,0,0,,keyboard,3025957.228823458,1771283736.794483,98,98,thumb_close
879.9177846922539,879.9177846922539,0.6836235839873552,880.6014082762413,thumb_close,n/a,,,1,2,0,0,,keyboard,3025959.80184475,1771283739.367409,99,99,thumb_close
882.4524828591384,882.4524828591384,0.7077722498215735,883.16025510896,thumb_close,n/a,,,1,2,0,0,,keyboard,3025962.360691583,1771283741.926163,100,100,thumb_close
884.9698041090742,884.9698041090742,0.76317641697824,885.7329805260524,thumb_close,n/a,,,1,2,0,0,,keyboard,3025964.933417,1771283744.498794,101,101,thumb_close
887.5942144421861,887.5942144421861,0.756487833801657,888.3507022759877,thumb_close,n/a,,,1,2,0,0,,keyboard,3025967.55113875,1771283747.116419,102,102,thumb_close
889.8873060671613,889.8873060671613,0.8885843749158084,890.7758904420771,thumb_close,n/a,,,1,2,0,0,,keyboard,3025969.976326916,1771283749.541515,103,103,thumb_close
892.4633429422975,892.4633429422975,0.8146834997460246,893.2780264420435,thumb_close,n/a,,,1,2,0,0,,keyboard,3025972.478462916,1771283752.043558,104,104,thumb_close
894.9810522343032,894.9810522343032,0.8367950418032706,895.8178472761065,thumb_close,n/a,,,1,2,0,0,,keyboard,3025975.01828375,1771283754.583288,105,105,thumb_close
