lsl_timestamp,ch1,ch2,ch3,ch4
753415.3904158071,-73.73046875,-46.38671875,-26.3671875,-39.0625,-26.3671875
753415.3965075386,-77.63671875,-30.76171875,-37.109375,-60.05859375,-434.08203125
753415.4025992701,-24.90234375,-22.4609375,-26.85546875,-39.0625,84.47265625
753415.4086910016,-22.94921875,-31.73828125,-18.06640625,-25.390625,147.4609375
753415.4147827331,-64.94140625,-41.9921875,-31.25,-41.50390625,-407.71484375
753415.4208744646,-78.61328125,-41.50390625,-37.109375,-45.8984375,-298.828125
753415.426966196,-34.1796875,-40.0390625,-29.78515625,-41.015625,226.5625
753415.4330579275,-0.48828125,-27.83203125,-30.2734375,-24.4140625,416.015625
753415.439149659,-26.3671875,-28.80859375,-41.9921875,-21.484375,-88.8671875
753415.4452413905,-46.38671875,-31.25,-50.78125,-23.92578125,-130.859375
753415.451333122,-9.27734375,-17.08984375,-42.96875,-14.6484375,643.06640625
753415.4574248535,24.4140625,-20.99609375,-36.62109375,-14.6484375,582.03125
753415.4003796167,0.48828125,-30.76171875,-35.64453125,-27.34375,-303.7109375
753415.4041571019,-45.41015625,-39.55078125,-30.76171875,-36.62109375,-101.07421875
753415.4079345871,-16.11328125,-17.08984375,-26.85546875,-24.4140625,123.53515625
753415.4117120723,25.87890625,2.44140625,-25.390625,-16.6015625,-231.93359375
753415.4154895575,-1.46484375,-12.6953125,-36.1328125,-30.76171875,-369.140625
753415.4192670428,-43.45703125,-13.671875,-46.875,-35.15625,-316.89453125
753415.423044528,-36.62109375,-19.04296875,-50.29296875,-24.90234375,-116.2109375
753415.4268220132,10.25390625,-21.97265625,-42.48046875,-14.6484375,-46.38671875
753415.4305994984,23.4375,-16.11328125,-26.3671875,-22.94921875,-200.68359375
753415.4343769837,-22.4609375,-22.94921875,-15.13671875,-37.109375,-70.80078125
753415.4381544689,-54.6875,-27.34375,-15.13671875,-43.9453125,278.3203125
753415.4419319541,-18.06640625,-20.5078125,-20.01953125,-41.9921875,-154.78515625
753415.4457094393,1.953125,-21.484375,-22.94921875,-39.55078125,-559.5703125
753415.4494869246,-43.9453125,-27.34375,-8.7890625,-44.43359375,-30.2734375
753415.4532644098,-77.1484375,-31.73828125,-10.25390625,-44.43359375,505.37109375
753415.457041895,-52.24609375,-46.875,-24.90234375,-44.921875,76.66015625
753415.4608193802,-23.4375,-47.8515625,-22.4609375,-45.41015625,-39.55078125
753415.4645968655,-51.26953125,-39.55078125,-27.83203125,-41.015625,508.30078125
753415.4683743507,-90.33203125,-43.9453125,-34.66796875,-45.41015625,466.796875
753415.4721518359,-70.80078125,-36.1328125,-36.1328125,-41.50390625,-260.7421875
753415.4765972561,-15.13671875,-33.203125,-34.66796875,-19.53125,-178.7109375
753415.4804306326,-5.37109375,-38.57421875,-37.109375,-14.6484375,161.1328125
753415.484264009,-56.640625,-34.66796875,-41.50390625,-34.66796875,54.6875
753415.4880973855,-69.3359375,-33.203125,-42.48046875,-44.921875,-270.99609375
753415.491930762,-6.8359375,-34.66796875,-38.0859375,-26.85546875,-449.70703125
753415.4957641384,9.765625,-24.90234375,-34.66796875,-18.5546875,186.03515625
753415.4995975149,-34.66796875,-14.6484375,-42.48046875,-25.87890625,242.1875
753415.5034308913,-57.12890625,-20.5078125,-43.9453125,-32.71484375,-530.76171875
753415.5072642678,-20.99609375,-35.64453125,-34.1796875,-38.57421875,-330.078125
753415.5110976442,17.08984375,-32.2265625,-32.2265625,-36.1328125,35.15625
753415.5149310207,-27.83203125,-21.97265625,-37.109375,-42.96875,-220.21484375
753415.5187643971,-68.84765625,-21.484375,-28.80859375,-56.15234375,-114.74609375
753415.5225977736,-32.71484375,-19.04296875,-19.53125,-42.96875,143.5546875
753415.52643115,8.7890625,-17.578125,-38.0859375,-31.73828125,232.421875
753415.5302645265,-20.5078125,-20.5078125,-51.26953125,-47.36328125,63.4765625
753415.534097903,-69.3359375,-23.92578125,-45.41015625,-59.5703125,-363.28125
753415.5379312794,-55.6640625,-23.4375,-39.0625,-46.38671875,-299.8046875
753415.5417646558,-2.9296875,-17.08984375,-27.83203125,-18.5546875,716.30859375
753415.5455980323,-3.90625,-21.97265625,-25.87890625,-23.4375,435.546875
753415.5494314088,-53.22265625,-39.0625,-24.90234375,-42.96875,-355.95703125
753415.5831502132,-60.546875,-33.69140625,-34.1796875,-39.55078125,-24.90234375
753415.5892335586,-22.4609375,-30.2734375,-40.0390625,-23.4375,114.2578125
753415.595316904,-5.859375,-35.64453125,-17.08984375,-20.99609375,-113.28125
753415.6014002494,-44.921875,-27.83203125,0.48828125,-32.71484375,-323.2421875
753415.6074835948,-61.5234375,-31.73828125,-12.6953125,-31.73828125,-66.89453125
753415.6135669402,-26.85546875,-39.55078125,-23.92578125,-30.2734375,146.97265625
753415.6196502856,-6.8359375,-40.52734375,-29.78515625,-28.80859375,49.8046875
753415.625733631,-31.25,-40.52734375,-37.109375,-33.69140625,-41.9921875
753415.6318169764,-68.359375,-41.015625,-37.59765625,-50.29296875,-100.09765625
753415.6379003217,-47.36328125,-39.0625,-36.1328125,-47.8515625,-231.4453125
753415.6439836671,-4.39453125,-26.3671875,-40.52734375,-37.109375,-341.796875
753415.6500670125,-21.484375,-34.1796875,-47.36328125,-46.38671875,-122.0703125
753415.6561503579,-68.359375,-43.45703125,-36.62109375,-58.10546875,163.57421875
753415.6622337033,-57.6171875,-26.85546875,-30.76171875,-50.78125,-27.83203125
753415.6683170487,-10.25390625,-22.4609375,-41.015625,-38.0859375,-183.10546875
753415.6744003941,-6.8359375,-33.69140625,-60.546875,-38.57421875,-99.609375
753415.6804837395,-48.33984375,-28.80859375,-51.26953125,-43.9453125,102.05078125
753415.6865670849,-68.359375,-23.4375,-23.92578125,-47.36328125,68.359375
753415.6926504303,-33.203125,-38.57421875,-19.53125,-43.9453125,-232.421875
753415.6987337756,-11.23046875,-42.48046875,-30.76171875,-38.0859375,-59.5703125
753415.6261607565,-39.0625,-25.390625,-23.4375,-28.3203125,351.07421875
753415.6295832398,-59.5703125,-19.53125,-20.99609375,-31.25,-25.87890625
753415.6330057231,-42.48046875,-35.15625,-35.64453125,-46.38671875,-473.6328125
753415.6364282065,-27.34375,-27.34375,-36.1328125,-45.41015625,-148.4375
753415.6398506898,-54.6875,-19.53125,-32.71484375,-44.921875,-42.48046875
753415.6432731731,-83.984375,-27.34375,-29.296875,-53.7109375,-102.05078125
753415.6466956565,-68.359375,-27.83203125,-23.4375,-51.26953125,-164.0625
753415.6501181398,-27.34375,-35.64453125,-33.69140625,-28.3203125,15.625
753415.6535406231,-20.01953125,-49.31640625,-37.59765625,-15.625,123.046875
753415.6569631065,-58.10546875,-53.7109375,-40.52734375,-30.2734375,-182.6171875
753415.6603855898,-67.87109375,-40.52734375,-36.62109375,-42.48046875,-252.44140625
753415.6638080731,-26.3671875,-23.92578125,-6.8359375,-36.1328125,278.80859375
753415.6672305565,-15.625,-20.01953125,-9.27734375,-22.4609375,619.62890625
753415.6706530398,-59.5703125,-27.34375,-32.71484375,-34.66796875,-148.92578125
753415.6740755232,-82.03125,-42.48046875,-33.69140625,-48.828125,-513.671875
753415.6774980065,-37.109375,-35.64453125,-20.5078125,-33.203125,-183.59375
753415.6809204898,-6.34765625,-22.94921875,-20.01953125,-18.06640625,-10.7421875
753415.6843429732,-43.9453125,-42.48046875,-20.01953125,-30.76171875,-207.51953125
753415.6877654565,-78.61328125,-50.29296875,-29.296875,-50.29296875,-306.15234375
753415.6911879398,-37.59765625,-34.66796875,-33.203125,-40.52734375,-109.86328125
753415.7030150777,2.9296875,-31.25,-33.203125,-24.90234375,-274.4140625
753415.7066658302,-28.3203125,-29.296875,-34.1796875,-36.62109375,-453.125
753415.7103165827,-70.3125,-23.4375,-23.92578125,-45.8984375,-64.94140625
753415.7139673352,-63.4765625,-22.94921875,-24.90234375,-43.45703125,422.36328125
753415.7176180877,-15.625,-31.25,-16.6015625,-37.59765625,120.60546875
753415.7212688401,-7.32421875,-37.109375,-20.5078125,-35.15625,-74.70703125
753415.7249195926,-57.6171875,-42.96875,-34.66796875,-43.9453125,151.3671875
753415.7285703451,-69.82421875,-29.296875,-17.08984375,-46.875,-86.9140625
753415.7322210976,-24.90234375,-15.625,-6.8359375,-39.55078125,-363.76953125
753415.73587185,-14.6484375,-20.5078125,-14.16015625,-36.62109375,-324.70703125
753415.7395226025,-54.19921875,-22.94921875,-21.484375,-38.0859375,296.38671875
753415.743173355,-85.44921875,-34.66796875,-30.76171875,-51.7578125,520.99609375
753415.7468241075,-47.8515625,-44.43359375,-35.15625,-59.08203125,-188.4765625
753415.75047486,-15.625,-39.0625,-26.3671875,-53.7109375,-242.1875
753415.7541256124,-42.96875,-41.50390625,-31.73828125,-48.33984375,380.37109375
753415.7577763649,-65.4296875,-31.73828125,-39.0625,-42.96875,333.49609375
753415.7614271174,-46.38671875,-29.296875,-28.80859375,-46.875,-372.55859375
753415.7650778699,-4.39453125,-34.66796875,-28.3203125,-36.1328125,-359.375
753415.7687286224,-6.34765625,-17.08984375,-25.87890625,-25.87890625,-208.0078125
753415.7723793748,-44.921875,-11.71875,-17.08984375,-34.1796875,-310.546875
753415.7918197288,-37.59765625,-17.08984375,-16.11328125,-41.9921875,-458.0078125
753415.7967936362,9.765625,-15.13671875,-18.5546875,-25.390625,-257.32421875
753415.8017675435,17.08984375,-7.8125,-18.5546875,-20.01953125,23.92578125
753415.8067414509,-34.1796875,-8.7890625,-14.6484375,-37.109375,-162.109375
753415.8117153583,-52.24609375,-20.01953125,-17.08984375,-44.921875,-369.140625
753415.8166892657,0.0,-16.6015625,-20.01953125,-28.80859375,154.296875
753415.821663173,14.6484375,-15.13671875,-21.484375,-24.4140625,475.09765625
753415.8266370804,-38.57421875,-31.73828125,-26.85546875,-45.8984375,204.58984375
753415.8316109878,-67.3828125,-50.29296875,-29.296875,-48.828125,-220.21484375
753415.8365848952,-30.76171875,-44.921875,-25.87890625,-31.73828125,-20.99609375
753415.8415588025,10.25390625,-29.78515625,-29.78515625,-24.90234375,414.55078125
753415.8465327099,-17.578125,-24.4140625,-34.1796875,-34.66796875,-196.77734375
753415.8515066173,-65.4296875,-23.4375,-49.31640625,-46.38671875,-524.90234375
753415.8564805246,-42.96875,-22.4609375,-45.8984375,-33.69140625,-117.1875
753415.861454432,3.41796875,-18.5546875,-17.08984375,-20.01953125,239.2578125
753415.8664283394,-15.625,-27.34375,-14.6484375,-32.2265625,-111.328125
753415.8714022468,-71.2890625,-25.390625,-11.71875,-45.41015625,-556.15234375
753415.8763761541,-71.2890625,-26.3671875,-14.6484375,-41.50390625,-217.7734375
753415.8813500615,-23.4375,-36.1328125,-32.71484375,-27.34375,293.9453125
753415.8863239689,-13.18359375,-33.69140625,-30.2734375,-31.73828125,-72.75390625
753415.8781446248,-48.828125,-34.66796875,-18.5546875,-36.62109375,-383.30078125
753415.8831909031,-55.6640625,-35.15625,-20.5078125,-30.2734375,229.4921875
753415.8882371815,-15.13671875,-33.69140625,-29.78515625,-26.3671875,277.83203125
753415.8932834598,9.27734375,-28.80859375,-37.109375,-30.2734375,-343.75
753415.8983297382,-20.5078125,-24.90234375,-30.2734375,-33.69140625,-230.46875
753415.9033760165,-52.734375,-17.08984375,-30.2734375,-34.66796875,-183.10546875
753415.9084222949,-28.80859375,-19.53125,-34.66796875,-36.1328125,-455.078125
753415.9134685732,-1.953125,-28.80859375,-29.296875,-36.1328125,-408.203125
753415.9185148516,-29.296875,-19.53125,-23.92578125,-38.57421875,-37.59765625
753415.92356113,-68.359375,-10.7421875,-22.94921875,-52.734375,60.546875
753415.9286074083,-51.7578125,-15.625,-20.5078125,-52.24609375,179.6875
753415.9336536867,-11.23046875,-30.76171875,-26.3671875,-41.9921875,32.2265625
753415.938699965,-11.71875,-36.1328125,-25.390625,-32.71484375,72.265625
753415.9437462434,-57.6171875,-35.15625,-26.3671875,-40.0390625,141.6015625
753415.9487925217,-57.6171875,-26.3671875,-20.99609375,-35.15625,-195.3125
753415.9538388001,-11.23046875,-14.16015625,-22.4609375,-8.7890625,-89.84375
753415.9588850784,-8.7890625,-17.08984375,-31.25,-9.765625,219.7265625
753415.9639313568,-49.31640625,-19.04296875,-41.015625,-10.7421875,921.38671875
753415.9689776351,-70.3125,-23.92578125,-39.55078125,-12.6953125,574.21875
753415.9740239135,-37.59765625,-26.3671875,-26.85546875,-28.3203125,-369.140625
753415.9400289695,-12.20703125,-17.578125,-33.203125,-32.71484375,-219.7265625
753415.9433197768,-29.296875,-18.5546875,-35.15625,-33.69140625,-137.6953125
753415.946610584,-53.7109375,-23.92578125,-23.92578125,-47.36328125,-19.53125
753415.9499013913,-39.0625,-28.80859375,-17.578125,-41.9921875,-144.53125
753415.9531921985,-0.48828125,-25.390625,-21.97265625,-14.6484375,175.29296875
753415.9564830058,-10.7421875,-24.4140625,-18.5546875,-17.08984375,403.3203125
753415.959773813,-56.640625,-17.578125,-14.6484375,-38.0859375,-442.87109375
753415.9630646203,-47.8515625,-10.7421875,-22.4609375,-38.57421875,-596.19140625
753415.9663554275,-5.859375,-23.92578125,-26.85546875,-36.1328125,-245.60546875
753415.9696462348,-10.25390625,-33.203125,-33.203125,-38.0859375,-233.3984375
753415.972937042,-45.8984375,-33.203125,-35.15625,-43.45703125,-171.875
753415.9762278493,-59.08203125,-26.85546875,-23.4375,-50.29296875,-47.36328125
753415.9795186565,-20.5078125,-20.01953125,-16.11328125,-33.203125,85.9375
753415.9828094637,8.30078125,-19.04296875,-16.11328125,-19.04296875,83.0078125
753415.986100271,-41.50390625,-28.80859375,-20.99609375,-37.59765625,-195.3125
753415.9893910782,-74.21875,-36.62109375,-33.203125,-51.7578125,43.45703125
753415.9926818855,-29.78515625,-36.1328125,-40.52734375,-35.64453125,449.70703125
753415.9959726927,-8.30078125,-36.62109375,-40.52734375,-34.66796875,-41.50390625
753415.9992635,-37.59765625,-25.390625,-35.15625,-47.36328125,-274.90234375
753416.0025543072,-70.80078125,-20.5078125,-23.4375,-54.6875,46.875
753416.0181815025,-59.08203125,-21.484375,-29.296875,-57.12890625,-56.640625
753416.0221023485,-20.01953125,-21.97265625,-44.921875,-43.9453125,-17.578125
753416.0260231945,-25.87890625,-29.296875,-43.45703125,-39.0625,89.84375
753416.0299440406,-67.3828125,-35.64453125,-29.296875,-43.9453125,143.06640625
753416.0338648866,-70.80078125,-31.25,-27.83203125,-50.29296875,47.36328125
753416.0377857327,-29.78515625,-25.87890625,-30.76171875,-47.8515625,-147.4609375
753416.0417065787,-20.5078125,-21.97265625,-27.83203125,-49.8046875,-38.0859375
753416.0456274247,-66.40625,-19.04296875,-37.109375,-54.19921875,463.8671875
753416.0495482708,-85.9375,-21.484375,-41.015625,-45.8984375,454.58984375
753416.0534691168,-49.8046875,-36.1328125,-27.34375,-51.7578125,-294.921875
753416.0573899628,-11.23046875,-39.0625,-12.6953125,-41.015625,-426.7578125
753416.0613108089,-34.66796875,-38.0859375,-22.94921875,-37.59765625,-401.3671875
753416.0652316549,-66.40625,-33.203125,-41.50390625,-46.875,-492.67578125
753416.069152501,-27.34375,-28.3203125,-26.3671875,-34.1796875,-583.49609375
753416.073073347,-3.41796875,-41.9921875,-21.484375,-32.2265625,-316.89453125
753416.076994193,-45.41015625,-32.71484375,-30.2734375,-47.36328125,73.73046875
753416.080915039,-82.03125,-22.4609375,-29.296875,-55.17578125,-263.671875
753416.0848358851,-67.87109375,-38.57421875,-31.25,-56.15234375,-163.0859375
753416.0887567311,-28.80859375,-35.64453125,-35.64453125,-44.921875,370.1171875
753416.0926775772,-33.69140625,-25.390625,-31.25,-37.109375,631.8359375
753416.0915578795,-66.40625,-20.5078125,-31.73828125,-44.43359375,201.171875
753416.0953972099,-62.01171875,-34.66796875,-51.7578125,-48.828125,-416.9921875
753416.0992365403,-19.53125,-36.62109375,-45.8984375,-33.69140625,-53.22265625
753416.1030758707,-0.48828125,-23.4375,-22.94921875,-25.390625,153.80859375
753416.1069152011,-42.96875,-27.83203125,-20.99609375,-40.0390625,-242.1875
753416.1107545315,-71.2890625,-27.83203125,-25.87890625,-46.38671875,-125.0
753416.1145938619,-25.87890625,-20.5078125,-25.87890625,-32.71484375,491.69921875
753416.1184331923,12.6953125,-15.13671875,-14.6484375,-22.4609375,279.296875
753416.1222725227,-17.08984375,-30.2734375,-6.34765625,-30.2734375,-452.63671875
753416.126111853,-54.6875,-45.8984375,-9.27734375,-42.96875,-272.4609375
753416.1299511835,-29.78515625,-41.015625,-13.18359375,-35.64453125,462.890625
753416.1337905138,6.8359375,-30.2734375,-29.296875,-21.97265625,654.78515625
753416.1376298442,-13.671875,-15.13671875,-37.109375,-32.2265625,-230.95703125
753416.1414691746,-47.36328125,-4.39453125,-30.2734375,-34.66796875,-415.52734375
753416.145308505,-36.1328125,-11.23046875,-31.73828125,-28.3203125,33.203125
753416.1491478354,0.9765625,-25.390625,-22.4609375,-22.94921875,82.03125
753416.1529871658,0.9765625,-28.3203125,-16.6015625,-26.85546875,-208.984375
753416.1568264962,-45.8984375,-21.484375,-29.296875,-37.109375,-202.63671875
753416.1606658266,-62.98828125,-25.87890625,-46.38671875,-25.87890625,-109.86328125
753416.164505157,-20.01953125,-28.3203125,-34.66796875,-20.01953125,-281.25
753416.1819642863,-5.859375,-20.01953125,-23.4375,-34.66796875,-339.84375
753416.1861066245,-46.875,-14.6484375,-16.6015625,-35.15625,55.6640625
753416.1902489628,-65.91796875,-26.3671875,-24.90234375,-36.1328125,307.12890625
753416.1943913011,-36.62109375,-47.36328125,-42.48046875,-46.38671875,-44.921875
753416.1985336394,-17.08984375,-41.9921875,-38.0859375,-50.29296875,-308.10546875
753416.2026759777,-51.26953125,-35.64453125,-38.0859375,-58.59375,-51.7578125
753416.206818316,-86.42578125,-30.76171875,-34.1796875,-63.96484375,138.671875
753416.2109606543,-50.78125,-23.4375,-29.296875,-58.10546875,-55.6640625
753416.2151029926,-10.25390625,-22.4609375,-25.87890625,-45.41015625,-169.43359375
753416.2192453309,-40.52734375,-37.109375,-32.2265625,-49.31640625,117.67578125
753416.2233876692,-74.70703125,-41.015625,-41.9921875,-52.24609375,116.69921875
753416.2275300075,-57.6171875,-17.578125,-30.2734375,-39.55078125,-277.34375
753416.2316723458,-23.4375,-16.11328125,-27.34375,-30.2734375,-389.6484375
753416.2358146841,-23.92578125,-30.2734375,-41.9921875,-24.4140625,310.05859375
753416.2399570224,-70.3125,-29.78515625,-39.55078125,-23.4375,915.52734375
753416.2440993607,-82.03125,-25.87890625,-25.390625,-31.73828125,241.2109375
753416.248241699,-32.2265625,-28.80859375,-16.6015625,-25.87890625,-175.29296875
753416.2523840372,-2.9296875,-32.71484375,-19.53125,-13.671875,-113.28125
753416.2565263755,-43.9453125,-40.0390625,-28.80859375,-18.5546875,-264.16015625
753416.2606687138,-74.21875,-38.0859375,-29.78515625,-22.94921875,-458.0078125
753416.2707619907,-31.73828125,-37.59765625,-29.296875,-11.71875,-350.09765625
753416.275626806,-2.44140625,-42.48046875,-16.6015625,-4.39453125,-135.7421875
753416.2804916212,-38.57421875,-20.99609375,-15.625,-26.85546875,-136.71875
753416.2853564365,-72.75390625,-6.34765625,-14.16015625,-44.921875,-312.5
753416.2902212518,-42.48046875,-17.578125,-16.6015625,-36.1328125,-100.5859375
753416.295086067,-4.39453125,-23.4375,-35.64453125,-33.69140625,446.77734375
753416.2999508823,-22.94921875,-26.85546875,-37.109375,-47.36328125,308.10546875
753416.3048156976,-76.171875,-39.55078125,-30.2734375,-73.73046875,-185.05859375
753416.3096805129,-72.265625,-37.109375,-22.94921875,-73.2421875,-136.23046875
753416.3145453281,-5.37109375,-22.94921875,-15.13671875,-39.0625,424.31640625
753416.3194101434,0.9765625,-21.484375,-21.97265625,-42.48046875,191.89453125
753416.3242749587,-51.26953125,-38.57421875,-31.25,-69.3359375,-294.43359375
753416.329139774,-56.15234375,-36.1328125,-26.85546875,-62.5,44.921875
753416.3340045892,-17.578125,-26.85546875,-21.97265625,-47.8515625,235.3515625
753416.3388694045,-0.9765625,-24.4140625,-25.390625,-42.48046875,89.84375
753416.3437342198,-40.52734375,-29.78515625,-32.2265625,-40.52734375,-263.671875
753416.3485990351,-66.40625,-32.2265625,-32.71484375,-27.34375,-88.37890625
753416.3534638503,-24.4140625,-27.34375,-24.90234375,-1.953125,215.8203125
753416.3583286656,1.953125,-30.2734375,-25.390625,-13.671875,-7.8125
753416.3631934809,-28.3203125,-27.34375,-20.99609375,-29.78515625,-124.0234375
753416.3411217979,-61.03515625,-32.2265625,-14.16015625,-20.01953125,275.87890625
753416.3456610176,-36.1328125,-29.78515625,-20.01953125,-13.18359375,583.49609375
753416.3502002372,3.41796875,-22.94921875,-16.11328125,-16.11328125,-189.94140625
753416.3547394569,-18.5546875,-31.25,-8.7890625,-27.83203125,-456.0546875
753416.3592786766,-73.73046875,-44.43359375,-26.3671875,-46.38671875,-264.16015625
753416.3638178962,-72.75390625,-46.875,-35.64453125,-54.19921875,-456.54296875
753416.3683571159,-24.90234375,-46.875,-20.5078125,-46.38671875,-476.5625
753416.3728963356,-15.13671875,-43.9453125,-34.66796875,-36.62109375,-207.03125
753416.3774355552,-55.6640625,-30.76171875,-46.38671875,-51.26953125,-153.3203125
753416.3819747749,-72.75390625,-22.4609375,-35.15625,-67.3828125,-17.578125
753416.3865139945,-22.4609375,-27.83203125,-29.78515625,-57.12890625,-134.27734375
753416.3910532142,11.71875,-50.29296875,-42.96875,-47.36328125,81.54296875
753416.3955924339,-21.97265625,-41.50390625,-48.828125,-46.875,421.875
753416.4001316535,-54.6875,-22.94921875,-33.69140625,-52.734375,-207.51953125
753416.4046708732,-21.97265625,-33.203125,-22.94921875,-40.0390625,-221.19140625
753416.4092100929,19.04296875,-32.71484375,-20.01953125,-24.90234375,219.23828125
753416.4137493125,1.953125,-20.01953125,-24.90234375,-24.4140625,6.34765625
753416.4182885322,-40.0390625,-24.4140625,-24.4140625,-28.3203125,-138.18359375
753416.4228277518,-20.99609375,-34.66796875,-35.64453125,-14.6484375,-248.046875
753416.4273669715,18.06640625,-33.203125,-37.59765625,-0.48828125,110.83984375
753416.4054178422,7.8125,-23.4375,-28.3203125,3.41796875,395.01953125
753416.4088044376,-30.2734375,-17.578125,-40.52734375,-3.41796875,-64.94140625
753416.412191033,-40.0390625,-17.578125,-53.22265625,-6.34765625,40.0390625
753416.4155776284,-2.44140625,-12.20703125,-40.52734375,9.765625,323.73046875
753416.4189642238,21.484375,-7.32421875,-13.671875,14.6484375,305.6640625
753416.4223508192,-28.3203125,-13.18359375,-13.18359375,-16.6015625,-515.13671875
753416.4257374146,-62.98828125,-14.6484375,-34.1796875,-28.3203125,-633.30078125
753416.42912401,-21.97265625,-21.484375,-39.0625,-18.06640625,-176.7578125
753416.4325106054,4.8828125,-23.4375,-19.53125,-22.4609375,-179.19921875
753416.4358972008,-19.53125,-13.671875,-3.90625,-32.2265625,-164.0625
753416.4392837962,-58.59375,-25.390625,-7.8125,-37.59765625,-34.1796875
753416.4426703916,-50.29296875,-42.48046875,-30.76171875,-34.1796875,116.2109375
753416.446056987,-9.27734375,-28.80859375,-51.26953125,-37.109375,-116.69921875
753416.4494435824,-25.87890625,-19.04296875,-43.45703125,-58.59375,-158.203125
753416.4528301778,-73.2421875,-22.94921875,-31.25,-73.2421875,79.1015625
753416.4562167733,-72.265625,-31.25,-30.76171875,-63.4765625,501.46484375
753416.4596033687,-38.57421875,-33.203125,-49.31640625,-71.2890625,345.21484375
753416.462989964,-27.83203125,-25.390625,-51.26953125,-66.89453125,-305.17578125
753416.4663765595,-65.91796875,-27.83203125,-36.1328125,-65.4296875,-373.53515625
753416.4697631549,-76.171875,-36.1328125,-35.64453125,-69.3359375,-312.98828125
753416.4834263592,-34.1796875,-36.62109375,-29.296875,-53.7109375,-322.75390625
753416.4873534238,-14.6484375,-36.62109375,-28.3203125,-36.1328125,-184.08203125
753416.4912804884,-50.78125,-44.43359375,-30.2734375,-31.25,391.11328125
753416.495207553,-79.58984375,-48.828125,-41.015625,-43.45703125,234.86328125
753416.4991346176,-44.43359375,-40.0390625,-46.38671875,-43.9453125,-227.5390625
753416.5030616822,-4.8828125,-24.4140625,-28.80859375,-37.59765625,-58.10546875
753416.5069887468,-33.203125,-32.2265625,-34.66796875,-36.62109375,395.5078125
753416.5109158114,-76.171875,-35.64453125,-41.50390625,-28.80859375,659.1796875
753416.514842876,-52.24609375,-20.99609375,-28.3203125,-29.78515625,-139.6484375
753416.5187699406,-13.671875,-16.11328125,-32.71484375,-38.57421875,-487.3046875
753416.5226970052,-29.78515625,-27.83203125,-50.78125,-47.36328125,-293.45703125
753416.5266240698,-60.546875,-24.90234375,-51.7578125,-52.24609375,-481.4453125
753416.5305511344,-52.734375,-10.7421875,-36.62109375,-51.7578125,-597.65625
753416.534478199,-16.11328125,-5.37109375,-31.25,-45.41015625,-203.125
753416.5384052636,-1.46484375,-13.671875,-25.390625,-36.62109375,-100.5859375
753416.5423323282,-34.1796875,-15.625,-24.90234375,-35.15625,-355.46875
753416.5462593928,-60.05859375,-6.34765625,-24.90234375,-46.875,-327.63671875
753416.5501864573,-33.69140625,-7.32421875,-13.18359375,-51.7578125,103.02734375
753416.5541135219,-12.6953125,-7.8125,-30.76171875,-47.8515625,610.83984375
753416.5580405865,-46.38671875,-12.20703125,-46.38671875,-50.78125,301.7578125
753416.5696027208,-80.56640625,-32.2265625,-41.50390625,-56.15234375,-255.859375
753416.5734065962,-51.26953125,-47.36328125,-40.0390625,-45.8984375,-97.16796875
753416.5772104716,-20.99609375,-34.1796875,-40.0390625,-36.62109375,489.74609375
753416.581014347,-50.78125,-16.11328125,-33.203125,-54.6875,48.828125
753416.5848182224,-90.8203125,-21.97265625,-23.92578125,-67.87109375,-565.4296875
753416.5886220979,-68.84765625,-24.90234375,-18.06640625,-56.15234375,-184.08203125
753416.5924259733,-18.5546875,-24.4140625,-18.06640625,-36.62109375,33.69140625
753416.5962298487,-31.73828125,-46.875,-36.62109375,-42.48046875,-141.11328125
753416.6000337241,-75.68359375,-30.76171875,-41.015625,-58.10546875,-243.1640625
753416.6038375995,-77.63671875,-6.34765625,-33.69140625,-41.015625,76.171875
753416.6076414749,-33.203125,-21.484375,-34.1796875,-23.92578125,601.5625
753416.6114453503,-16.11328125,-29.78515625,-25.390625,-36.62109375,19.04296875
753416.6152492258,-56.640625,-22.94921875,-17.08984375,-39.55078125,-325.68359375
753416.6190531012,-79.58984375,-28.80859375,-13.671875,-33.203125,37.59765625
753416.6228569766,-29.78515625,-35.15625,-23.4375,-21.97265625,34.66796875
753416.626660852,6.34765625,-41.50390625,-37.109375,-14.6484375,-547.8515625
753416.6304647274,-31.25,-38.57421875,-35.64453125,-21.484375,-176.7578125
753416.6342686028,-64.94140625,-27.34375,-26.85546875,-33.203125,171.38671875
753416.6380724782,-27.83203125,-28.3203125,-23.92578125,-25.87890625,-195.80078125
753416.6418763536,16.11328125,-34.66796875,-25.87890625,-17.578125,-371.58203125
753416.646828995,-7.8125,-31.25,-27.34375,-32.2265625,-246.58203125
753416.6507596874,-46.38671875,-26.3671875,-25.390625,-42.48046875,-85.44921875
753416.6546903799,-38.0859375,-20.99609375,-20.01953125,-40.0390625,-0.48828125
753416.6586210723,0.0,-15.13671875,-23.4375,-33.69140625,-188.96484375
753416.6625517647,-0.9765625,-15.625,-17.08984375,-24.4140625,-69.82421875
753416.6664824572,-43.9453125,-10.25390625,-18.06640625,-30.2734375,395.01953125
753416.6704131496,-52.24609375,-18.06640625,-42.96875,-45.41015625,14.6484375
753416.6743438421,-19.53125,-25.87890625,-44.921875,-36.1328125,-362.3046875
753416.6782745345,-14.6484375,-21.484375,-25.390625,-31.73828125,-2.44140625
