lsl_timestamp,ch1,ch2,ch3,ch4
753365.3696150021,-36.1328125,-20.99609375,-16.6015625,-18.06640625,100.5859375
753365.373428567,-51.7578125,9.27734375,-13.671875,-41.015625,-120.60546875
753365.3772421319,-21.97265625,23.92578125,-27.34375,-23.92578125,424.8046875
753365.3810556968,8.7890625,11.71875,-36.1328125,-1.953125,810.05859375
753365.3848692616,-19.04296875,2.44140625,-39.0625,-30.2734375,175.78125
753365.3886828265,-50.78125,4.39453125,-45.8984375,-42.48046875,-141.11328125
753365.391423716,-20.99609375,-2.44140625,-44.43359375,-35.64453125,-197.75390625
753365.3951402403,7.32421875,-15.625,-55.17578125,-37.109375,-238.76953125
753365.3988567647,-20.99609375,-11.71875,-61.03515625,-41.50390625,-268.5546875
753365.402573289,-62.01171875,-14.6484375,-41.9921875,-48.828125,141.6015625
753365.4062898133,-41.50390625,-23.4375,-42.96875,-33.69140625,553.7109375
753365.4100063377,17.08984375,-18.5546875,-44.921875,-1.953125,285.64453125
753365.413722862,29.78515625,-15.625,-18.5546875,13.671875,41.015625
753365.4174393864,-44.921875,-25.87890625,-12.6953125,-14.6484375,33.203125
753365.4211559107,-82.03125,-29.296875,-47.36328125,-41.9921875,266.6015625
753365.424872435,-20.99609375,-34.1796875,-68.359375,-34.66796875,-7.32421875
753365.4285889594,-17.08984375,-38.0859375,-42.96875,-37.109375,-427.734375
753365.4323054837,-61.5234375,-11.23046875,-17.08984375,-38.0859375,-61.03515625
