lsl_timestamp,ch1,ch2,ch3,ch4
41304.74565586412,-81.54296875,-92.28515625,-6.34765625,-283.69140625
41304.74945286247,-77.1484375,-63.96484375,-4.8828125,-290.52734375
41304.75324986081,-82.51953125,-70.3125,-4.8828125,-291.015625
41304.75704685916,-89.35546875,-80.078125,6.8359375,-256.8359375
41304.76744043528,-100.5859375,-83.49609375,9.27734375,-272.94921875
41304.77205863166,-105.46875,-92.28515625,5.859375,-304.6875
41304.776676828034,-124.51171875,-80.56640625,-14.6484375,-318.84765625
41304.78129502441,-122.55859375,-84.47265625,-43.9453125,-310.546875
41304.78591322079,-120.60546875,-137.6953125,-21.97265625,-322.75390625
41304.790531417166,-179.19921875,-134.765625,17.578125,-371.09375
41304.79514961354,-225.5859375,-130.859375,11.23046875,-403.3203125
41304.79976780992,-206.54296875,-155.76171875,-22.94921875,-411.62109375
41304.8043860063,-251.46484375,-136.71875,-25.390625,-412.109375
41304.809004202674,-294.43359375,-117.1875,-21.484375,-420.8984375
41304.81362239905,-280.76171875,-125.9765625,-16.6015625,-416.50390625
41304.81824059543,-286.62109375,-145.5078125,-8.30078125,-423.33984375
41304.822858791806,-293.45703125,-154.78515625,5.37109375,-437.5
41304.82747698818,-289.55078125,-152.83203125,-0.9765625,-436.03515625
41304.83209518456,-293.9453125,-137.20703125,-20.5078125,-435.05859375
41304.83671338094,-281.73828125,-129.8828125,-2.44140625,-426.7578125
41304.841331577314,-257.32421875,-138.18359375,2.9296875,-407.2265625
41304.84594977369,-264.6484375,-127.44140625,-15.625,-405.76171875
41304.85056797007,-270.99609375,-101.07421875,-23.92578125,-400.390625
41304.855186166445,-240.72265625,-101.07421875,-31.73828125,-391.6015625
41304.83874013946,-241.69921875,-117.1875,-43.45703125,-382.8125
41304.84151419922,-246.58203125,-102.05078125,-71.2890625,-369.62890625
41304.84428825899,-220.703125,-89.84375,-54.19921875,-366.2109375
41304.84706231875,-239.2578125,-97.16796875,-17.578125,-359.86328125
41304.84983637852,-256.34765625,-113.76953125,-26.3671875,-351.07421875
41304.85261043828,-217.28515625,-117.1875,-48.33984375,-326.171875
41304.85538449805,-173.828125,-89.35546875,-51.7578125,-303.22265625
