lsl_timestamp,time_s,ch1,ch2,ch3,ch4,pred_action,pred_finger,action_confidence,action_uncertainty,finger_confidence,finger_uncertainty,velocity,latency_ms
49027.514969697295,0.23640776030515553,-0.6967823148261522,-0.20248295661402171,1.0518260109124509,0.2801905883024301,-1,-1,0.0,0.0,0.0,0.0,0.0,29662007.460010704
49027.51679981729,0.23823788030131254,-0.32573772349054886,-0.306495945806343,-0.510986964935555,-0.5046429352542451,-1,-1,0.0,0.0,0.0,0.0,0.0,29662038.582432702
49027.52054368839,0.2419817514019087,-0.6471047960286044,-0.07609170022175828,-0.5168398282726683,-0.5872878489363631,-1,-1,0.0,0.0,0.0,0.0,0.0,29662095.019352615
49027.52428755949,0.24572562250250485,-1.023917799744885,0.32566871404485936,0.7452935567972676,0.686286170094332,-1,-1,0.0,0.0,0.0,0.0,0.0,29662103.09406551
49027.52803143059,0.249469493603101,-0.8366880875172233,0.30166084192694703,2.2712484177205616,2.1487976297941107,-1,-1,0.0,0.0,0.0,0.0,0.0,29662116.679235414
49027.53177530169,0.25321336470369715,-0.28572412539857295,-0.3413553494751533,-0.9984014097537164,-0.2817929888978394,-1,-1,0.0,0.0,0.0,0.0,0.0,29662124.223364305
49027.535519172794,0.2569572358042933,-0.3510809883634784,-0.22666582221449816,-1.5854422596992142,-0.7087609341857225,-1,-1,0.0,0.0,0.0,0.0,0.0,29662130.235202212
49027.539263043895,0.26070110690488946,-0.21715724356761212,0.3117995263896653,-0.03295552459091669,-0.14239216833281848,-1,-1,0.0,0.0,0.0,0.0,0.0,29662134.078789104
49027.543006914995,0.2644449780054856,0.44797377806232075,0.3551524788535642,0.7257343132371337,-0.0915561958522774,-1,-1,0.0,0.0,0.0,0.0,0.0,29662142.49937601
49027.546750786096,0.26818884910608176,0.5743362795570455,-0.2583249823327826,-0.5028661615960137,-0.5644820462724078,-1,-1,0.0,0.0,0.0,0.0,0.0,29662146.402171906
49027.5504946572,0.2719327202066779,-0.04307723490071777,-0.4049744736807326,-1.4561212550351321,-0.7980294447873368,-1,-1,0.0,0.0,0.0,0.0,0.0,29662151.9035928
49027.5542385283,0.27567659130727407,-0.1461132931064389,0.07349908435961174,-0.5659370680134731,-0.5368449962053566,-1,-1,0.0,0.0,0.0,0.0,0.0,29662155.960679702
49027.5579823994,0.2794204624078702,-0.09673140507275119,0.31624607621025375,-0.7203602653486866,-0.415896202622499,-1,-1,0.0,0.0,0.0,0.0,0.0,29662161.165933598
49027.5617262705,0.28316433350846637,-0.15892086346516437,-0.4376852902749782,-0.4878815296660747,-0.5539879181968319,-1,-1,0.0,0.0,0.0,0.0,0.0,29662164.922395494
49027.5654701416,0.2869082046090625,-0.09651421771791835,-0.7989873559194715,-0.9176725348408493,-0.908550188831437,-1,-1,0.0,0.0,0.0,0.0,0.0,29662169.9760244
49027.5692140127,0.2906520757096587,-0.2751026444285702,-0.034876521447905526,1.038521162702528,1.3371737035821798,-1,-1,0.0,0.0,0.0,0.0,0.0,29662173.595445298
49027.5729578838,0.2943959468102548,-0.22052917827574076,0.9307576770392922,2.28567436528196,4.0091773520370495,-1,-1,0.0,0.0,0.0,0.0,0.0,29662178.4349492
49027.5767017549,0.298139817910851,0.5737086932356271,0.35021453895703275,-0.1874657938861744,0.810209973604904,-1,-1,0.0,0.0,0.0,0.0,0.0,29662181.947661106
49027.580445626,0.30188368901144713,0.3485439748458823,-0.40242205077730936,-0.0915976645234704,-0.6211838737973503,-1,-1,0.0,0.0,0.0,0.0,0.0,29662186.526789993
49027.5841894971,0.3056275601120433,-0.18216974137013206,0.08861321435146663,-0.2376996349133571,-0.10240536869330243,-1,-1,0.0,0.0,0.0,0.0,0.0,29662189.9257939
49027.5879333682,0.30937143121263944,0.6842782525416573,0.5212948675935564,-1.1391092029177265,-0.25629791551842906,-1,-1,0.0,0.0,0.0,0.0,0.0,29662194.7843398
49027.6068369881,0.3282750511134509,0.9693715346886131,0.24375045646847612,-1.1877325338853393,-0.39441657042601125,-1,-1,0.0,0.0,0.0,0.0,0.0,29662183.42980289
49027.61169588905,0.33313395205914276,-0.004052576420345744,-0.44916997866204833,-0.7571774892629233,-0.6100498849332614,-1,-1,0.0,0.0,0.0,0.0,0.0,29662187.10561095
49027.616554789995,0.3379928530048346,-0.1566217663669115,-0.2397099739585823,0.057585260683783744,-0.13596036845360593,-1,-1,0.0,0.0,0.0,0.0,0.0,29662189.481126007
49027.62141369094,0.34285175395052647,0.15844030646986612,0.2616980019581648,-0.06482757874523959,-0.16549242990985968,-1,-1,0.0,0.0,0.0,0.0,0.0,29662194.260767065
49027.626272591886,0.34771065489621833,0.00806977170685859,0.11722451737198351,-0.19836885812235636,-0.19261371083907275,-1,-1,0.0,0.0,0.0,0.0,0.0,29662196.65107411
49027.63113149283,0.3525695558419102,-0.20674527795458056,-0.4096787793540897,0.1966907600349469,0.012905329091184558,-1,-1,0.0,0.0,0.0,0.0,0.0,29662201.822257165
49027.63599039378,0.35742845678760204,-0.09933775312386083,-0.05274428802352386,0.397002679100622,0.22686210086608602,-1,-1,0.0,0.0,0.0,0.0,0.0,29662204.146856215
49027.64084929472,0.3622873577332939,0.10115629322681563,0.4996543295118753,-0.08152023866737912,-0.04977496461188491,-1,-1,0.0,0.0,0.0,0.0,0.0,29662207.686955284
49027.64570819567,0.36714625867898576,0.595230907448126,0.5506449711305276,-0.3931165572139845,-0.19261371083907247,-1,-1,0.0,0.0,0.0,0.0,0.0,29662209.91047033
49027.650567096614,0.3720051596246776,0.20856381805753546,-0.23121153368880684,0.20225498000899347,0.1310335749162006,-1,-1,0.0,0.0,0.0,0.0,0.0,29662214.94181939
49027.65542599756,0.3768640605703695,-0.20674527795458036,-0.5201585028611692,0.4804659787113198,0.4751724951513234,-1,-1,0.0,0.0,0.0,0.0,0.0,29662217.339127433
49027.660284898506,0.38172296151606133,0.2944898379221109,0.1427198381813097,-0.5099651766689617,-0.12993341713600307,-1,-1,0.0,0.0,0.0,0.0,0.0,29662223.823309496
49027.66514379945,0.3865818624617532,1.9219878752199508,0.6794198890005398,-0.4451869063046995,-0.367277217927957,-1,-1,0.0,0.0,0.0,0.0,0.0,29662226.01615855
49027.6700027004,0.39144076340744505,0.03765809394744262,0.04373505973546042,-0.04414264303370504,-0.13204592379951333,-1,-1,0.0,0.0,0.0,0.0,0.0,29662229.633840602
49027.67486160134,0.3962996643531369,-0.5329305176425294,-0.4652004619441154,-0.13696327671980568,-0.1293992944351936,-1,-1,0.0,0.0,0.0,0.0,0.0,29662232.196148653
49027.67972050229,0.40115856529882876,-0.4578457324206962,-0.15148058655816485,-0.14771274333005635,-0.1397385115600744,-1,-1,0.0,0.0,0.0,0.0,0.0,29662235.900038708
49027.684579403234,0.4060174662445206,-0.6278812997034638,0.12035892294458786,-0.3903964502725035,-0.4952591992530642,-1,-1,0.0,0.0,0.0,0.0,0.0,29662238.329429768
49027.68943830418,0.4108763671902125,-0.7281789499171436,-0.06385574130282028,-0.03899002156484684,-0.06832399758926304,-1,-1,0.0,0.0,0.0,0.0,0.0,29662242.197403815
49027.694297205126,0.41573526813590433,-0.5039444452046984,-0.4371315794238693,-0.14145568476725912,-0.18322815531117706,-1,-1,0.0,0.0,0.0,0.0,0.0,29662244.85512787
49027.69915610607,0.4205941690815962,-0.712196825250334,-0.2353846541445613,-0.2593604219976659,-0.1770255278793973,-1,-1,0.0,0.0,0.0,0.0,0.0,29662249.891893923
49027.68172124586,0.4205941690815962,-0.9073693936743875,0.16699015142150186,-0.43431614135093594,-0.3754654326164849,-1,-1,0.0,0.0,0.0,0.0,0.0,29662274.61246214
49027.68556779759,0.4205941690815962,-0.8119229686399381,0.33197556808130074,1.2677077230802622,1.7221512188673609,-1,-1,0.0,0.0,0.0,0.0,0.0,29662280.329410415
49027.68941434932,0.4205941690815962,-0.5338125853680057,0.18825292326841114,2.58721735236372,3.5676279374189486,-1,-1,0.0,0.0,0.0,0.0,0.0,29662283.958150677
49027.69326090105,0.4205941690815962,1.5718214558745296,0.23516400510001395,-0.047619670110023375,0.1503317788014817,-1,-1,0.0,0.0,0.0,0.0,0.0,29662290.220889956
49027.697107452776,0.4205941690815962,1.6591322014492196,0.5135068349039632,-0.43294972192463943,-0.5739403214415766,-1,-1,0.0,0.0,0.0,0.0,0.0,29662294.045463227
49027.700954004504,0.4223920675140107,1.1248193981369372,0.6479118216937132,-0.2005770651911636,0.08766488870643159,-1,-1,0.0,0.0,0.0,0.0,0.0,29662298.934286498
49027.70480055623,0.42623861924221274,3.7541855459974145,0.7074225670061344,-0.5347787154634068,-0.2969337341572237,-1,-1,0.0,0.0,0.0,0.0,0.0,29662302.308234774
49027.70864710796,0.43008517097041477,2.1316296129216346,0.09910500192159907,-0.5057016545844281,-0.7266218813355275,-1,-1,0.0,0.0,0.0,0.0,0.0,29662307.231683046
49027.71249365969,0.4339317226986168,-0.3335822675054231,0.10397911970438221,-0.10648055031653941,-0.2820442646274952,-1,-1,0.0,0.0,0.0,0.0,0.0,29662310.844715312
49027.71634021142,0.4377782744268188,-0.6557779334030438,0.4908910179369553,0.13610625824636602,0.02196794719714697,-1,-1,0.0,0.0,0.0,0.0,0.0,29662315.612996586
49027.720186763145,0.44162482615502086,-0.5652579312363719,0.07505995663572754,-0.15663155811226137,-0.3690263198078682,-1,-1,0.0,0.0,0.0,0.0,0.0,29662319.05398686
49027.72403331487,0.4454713778832229,-0.43191586903083906,-0.43466269528615736,-0.5509053242990066,-0.5193988621650193,-1,-1,0.0,0.0,0.0,0.0,0.0,29662326.45176813
49027.7278798666,0.4493179296114249,-0.7025485612356056,-0.08064895311330812,0.3214670753405887,0.49149436061553686,-1,-1,0.0,0.0,0.0,0.0,0.0,29662330.1426334
